Time[s], 通道 0, 通道 1, 通道 2, 通道 3
0.00000000, 0, 0, 1, 0
0.00179556, 0, 0, 1, 1
0.00180268, 0, 0, 1, 0
0.00180586, 0, 0, 0, 0
0.00180773, 1, 0, 0, 0
0.00180781, 0, 0, 0, 0
0.00180782, 0, 1, 0, 0
0.00180791, 1, 1, 0, 0
0.00180799, 0, 0, 0, 0
0.00180809, 1, 0, 0, 0
0.00180818, 0, 0, 0, 0
0.00180819, 0, 1, 0, 0
0.00180828, 1, 1, 0, 0
0.00180836, 0, 0, 0, 0
0.00180846, 1, 0, 0, 0
0.00180855, 0, 0, 0, 0
0.00180856, 0, 1, 0, 0
0.00180865, 1, 1, 0, 0
0.00180873, 0, 1, 0, 0
0.00180874, 0, 0, 0, 0
0.00180883, 1, 0, 0, 0
0.00180892, 0, 0, 0, 0
0.00180893, 0, 1, 0, 0
0.00180902, 1, 1, 0, 0
0.00180911, 0, 1, 0, 0
0.00180920, 1, 1, 0, 0
0.00180929, 0, 0, 0, 0
0.00180939, 1, 0, 0, 0
0.00180948, 0, 1, 0, 0
0.00180957, 1, 1, 0, 0
0.00180966, 0, 0, 0, 0
0.00180976, 1, 0, 0, 0
0.00180985, 0, 1, 0, 0
0.00180994, 1, 1, 0, 0
0.00181003, 0, 0, 0, 0
0.00181013, 1, 0, 0, 0
0.00181022, 0, 1, 0, 0
0.00181031, 1, 1, 0, 0
0.00181040, 0, 0, 0, 0
0.00181050, 1, 0, 0, 0
0.00181059, 0, 0, 0, 0
0.00181068, 1, 0, 0, 0
0.00181077, 0, 0, 0, 0
0.00181087, 1, 0, 0, 0
0.00181096, 0, 1, 0, 0
0.00181105, 1, 1, 0, 0
0.00181114, 0, 0, 0, 0
0.00181124, 1, 0, 0, 0
0.00181133, 0, 1, 0, 0
0.00181142, 1, 1, 0, 0
0.00181151, 0, 1, 0, 0
0.00181161, 1, 1, 0, 0
0.00181170, 0, 0, 0, 0
0.00181179, 1, 0, 0, 0
0.00181188, 0, 0, 0, 0
0.00181189, 0, 1, 0, 0
0.00181198, 1, 1, 0, 0
0.00181207, 0, 1, 0, 0
0.00181216, 1, 1, 0, 0
0.00181225, 0, 1, 0, 0
0.00181235, 1, 1, 0, 0
0.00181244, 0, 1, 0, 0
0.00181253, 1, 1, 0, 0
0.00181262, 0, 1, 0, 0
0.00181263, 0, 0, 0, 0
0.00181272, 1, 0, 0, 0
0.00181281, 0, 0, 0, 0
0.00181290, 1, 0, 0, 0
0.00181300, 0, 1, 0, 0
0.00181309, 1, 1, 0, 0
0.00181318, 0, 0, 0, 0
0.00181328, 1, 0, 0, 0
0.00181336, 0, 0, 0, 0
0.00181346, 1, 0, 0, 0
0.00181355, 0, 0, 0, 0
0.00181365, 1, 0, 0, 0
0.00181374, 0, 0, 0, 0
0.00181383, 1, 0, 0, 0
0.00181392, 0, 0, 0, 0
0.00181401, 1, 0, 0, 0
0.00181411, 0, 0, 0, 0
0.00181420, 1, 0, 0, 0
0.00181429, 0, 0, 0, 0
0.00181439, 1, 0, 0, 0
0.00181448, 0, 0, 0, 0
0.00181457, 1, 0, 0, 0
0.00181466, 0, 0, 0, 0
0.00181476, 1, 0, 0, 0
0.00181485, 0, 0, 0, 0
0.00181486, 0, 1, 0, 0
0.00181494, 1, 1, 0, 0
0.00181503, 0, 1, 0, 0
0.00181513, 1, 1, 0, 0
0.00181522, 0, 1, 0, 0
0.00181531, 1, 1, 0, 0
0.00181540, 0, 1, 0, 0
0.00181550, 1, 1, 0, 0
0.00181559, 0, 1, 0, 0
0.00181568, 1, 1, 0, 0
0.00181577, 0, 1, 0, 0
0.00181587, 1, 1, 0, 0
0.00181596, 0, 1, 0, 0
0.00181605, 1, 1, 0, 0
0.00181614, 0, 1, 0, 0
0.00181624, 1, 1, 0, 0
0.00181633, 0, 1, 0, 0
0.00181642, 1, 1, 0, 0
0.00181651, 0, 1, 0, 0
0.00181652, 0, 0, 0, 0
0.00181661, 1, 0, 0, 0
0.00181670, 0, 0, 0, 0
0.00181679, 1, 0, 0, 0
0.00181688, 0, 0, 0, 0
0.00181698, 1, 0, 0, 0
0.00181707, 0, 1, 0, 0
0.00181716, 1, 1, 0, 0
0.00181725, 0, 1, 0, 0
0.00181726, 0, 0, 0, 0
0.00181735, 1, 0, 0, 0
0.00181744, 0, 1, 0, 0
0.00181753, 1, 1, 0, 0
0.00181762, 0, 1, 0, 0
0.00181763, 0, 0, 0, 0
0.00181772, 1, 0, 0, 0
0.00181781, 0, 0, 0, 0
0.00181790, 1, 0, 0, 0
0.00181800, 0, 0, 0, 0
0.00181809, 1, 0, 0, 0
0.00181818, 0, 0, 0, 0
0.00181828, 1, 0, 0, 0
0.00181836, 0, 0, 0, 0
0.00181846, 1, 0, 0, 0
0.00181855, 0, 0, 0, 0
0.00181865, 1, 0, 0, 0
0.00181874, 0, 0, 0, 0
0.00181883, 1, 0, 0, 0
0.00181892, 0, 0, 0, 0
0.00181901, 1, 0, 0, 0
0.00181911, 0, 0, 0, 0
0.00181920, 1, 0, 0, 0
0.00181929, 0, 0, 0, 0
0.00181939, 1, 0, 0, 0
0.00181948, 0, 0, 0, 0
0.00181957, 1, 0, 0, 0
0.00181966, 0, 0, 0, 0
0.00181976, 1, 0, 0, 0
0.00181985, 0, 0, 0, 0
0.00181994, 1, 0, 0, 0
0.00182003, 0, 0, 0, 0
0.00182004, 0, 1, 0, 0
0.00182013, 1, 1, 0, 0
0.00182022, 0, 0, 0, 0
0.00182031, 1, 0, 0, 0
0.00182040, 0, 0, 0, 0
0.00182041, 0, 1, 0, 0
0.00182050, 1, 1, 0, 0
0.00182059, 0, 0, 0, 0
0.00182068, 1, 0, 0, 0
0.00182077, 0, 0, 0, 0
0.00182087, 1, 0, 0, 0
0.00182096, 0, 0, 0, 0
0.00182105, 1, 0, 0, 0
0.00182114, 0, 0, 0, 0
0.00182124, 1, 0, 0, 0
0.00182133, 0, 0, 0, 0
0.00182142, 1, 0, 0, 0
0.00182151, 0, 0, 0, 0
0.00182161, 1, 0, 0, 0
0.00182170, 0, 0, 0, 0
0.00182179, 1, 0, 0, 0
0.00182188, 0, 0, 0, 0
0.00182198, 1, 0, 0, 0
0.00182207, 0, 0, 0, 0
0.00182216, 1, 0, 0, 0
0.00182225, 0, 0, 0, 0
0.00182235, 1, 0, 0, 0
0.00182244, 0, 0, 0, 0
0.00182253, 1, 0, 0, 0
0.00182262, 0, 0, 0, 0
0.00182272, 1, 0, 0, 0
0.00182281, 0, 0, 0, 0
0.00182290, 1, 0, 0, 0
0.00182300, 0, 1, 0, 0
0.00182309, 1, 1, 0, 0
0.00182318, 0, 0, 0, 0
0.00182327, 1, 0, 0, 0
0.00182336, 0, 0, 0, 0
0.00182337, 0, 1, 0, 0
0.00182346, 1, 1, 0, 0
0.00182355, 0, 0, 0, 0
0.00182365, 1, 0, 0, 0
0.00182374, 0, 0, 0, 0
0.00182383, 1, 0, 0, 0
0.00182392, 0, 0, 0, 0
0.00182401, 1, 0, 0, 0
0.00182411, 0, 0, 0, 0
0.00182420, 1, 0, 0, 0
0.00182429, 0, 0, 0, 0
0.00182439, 1, 0, 0, 0
0.00182448, 0, 0, 0, 0
0.00182457, 1, 0, 0, 0
0.00182466, 0, 0, 0, 0
0.00182476, 1, 0, 0, 0
0.00182485, 0, 0, 0, 0
0.00182494, 1, 0, 0, 0
0.00182503, 0, 0, 0, 0
0.00182513, 1, 0, 0, 0
0.00182522, 0, 0, 0, 0
0.00182531, 1, 0, 0, 0
0.00182540, 0, 0, 0, 0
0.00182550, 1, 0, 0, 0
0.00182559, 0, 0, 0, 0
0.00182568, 1, 0, 0, 0
0.00182577, 0, 0, 0, 0
0.00182587, 1, 0, 0, 0
0.00182596, 0, 0, 0, 0
0.00182597, 0, 1, 0, 0
0.00182605, 1, 1, 0, 0
0.00182614, 0, 0, 0, 0
0.00182624, 1, 0, 0, 0
0.00182633, 0, 0, 0, 0
0.00182634, 0, 1, 0, 0
0.00182642, 1, 1, 0, 0
0.00182651, 0, 0, 0, 0
0.00182661, 1, 0, 0, 0
0.00182670, 0, 0, 0, 0
0.00182679, 1, 0, 0, 0
0.00182688, 0, 0, 0, 0
0.00182698, 1, 0, 0, 0
0.00182707, 0, 0, 0, 0
0.00182716, 1, 0, 0, 0
0.00182725, 0, 0, 0, 0
0.00182735, 1, 0, 0, 0
0.00182744, 0, 0, 0, 0
0.00182753, 1, 0, 0, 0
0.00182762, 0, 0, 0, 0
0.00182772, 1, 0, 0, 0
0.00182781, 0, 0, 0, 0
0.00182790, 1, 0, 0, 0
0.00182800, 0, 0, 0, 0
0.00182809, 1, 0, 0, 0
0.00182818, 0, 0, 0, 0
0.00182827, 1, 0, 0, 0
0.00182836, 0, 0, 0, 0
0.00182846, 1, 0, 0, 0
0.00182855, 0, 0, 0, 0
0.00182864, 1, 0, 0, 0
0.00182874, 0, 0, 0, 0
0.00182883, 1, 0, 0, 0
0.00182892, 0, 0, 0, 0
0.00182893, 0, 1, 0, 0
0.00182901, 1, 1, 0, 0
0.00182910, 1, 0, 0, 0
0.00182911, 0, 0, 0, 0
0.00182920, 1, 0, 0, 0
0.00182929, 0, 0, 0, 0
0.00182930, 0, 1, 0, 0
0.00182939, 1, 1, 0, 0
0.00182948, 0, 0, 0, 0
0.00182957, 1, 0, 0, 0
0.00182966, 0, 0, 0, 0
0.00182976, 1, 0, 0, 0
0.00182985, 0, 0, 0, 0
0.00182994, 1, 0, 0, 0
0.00183003, 0, 0, 0, 0
0.00183013, 1, 0, 0, 0
0.00183022, 0, 0, 0, 0
0.00183031, 1, 0, 0, 0
0.00183040, 0, 0, 0, 0
0.00183050, 1, 0, 0, 0
0.00183059, 0, 0, 0, 0
0.00183068, 1, 0, 0, 0
0.00183077, 0, 0, 0, 0
0.00183087, 1, 0, 0, 0
0.00183096, 0, 0, 0, 0
0.00183105, 1, 0, 0, 0
0.00183114, 0, 0, 0, 0
0.00183124, 1, 0, 0, 0
0.00183133, 0, 0, 0, 0
0.00183142, 1, 0, 0, 0
0.00183151, 0, 0, 0, 0
0.00183161, 1, 0, 0, 0
0.00183170, 0, 0, 0, 0
0.00183179, 1, 0, 0, 0
0.00183188, 0, 0, 0, 0
0.00183189, 0, 1, 0, 0
0.00183198, 1, 1, 0, 0
0.00183207, 0, 0, 0, 0
0.00183216, 1, 0, 0, 0
0.00183225, 0, 0, 0, 0
0.00183226, 0, 1, 0, 0
0.00183235, 1, 1, 0, 0
0.00183244, 0, 0, 0, 0
0.00183253, 1, 0, 0, 0
0.00183262, 0, 0, 0, 0
0.00183272, 1, 0, 0, 0
0.00183281, 0, 0, 0, 0
0.00183290, 1, 0, 0, 0
0.00183300, 0, 0, 0, 0
0.00183309, 1, 0, 0, 0
0.00183318, 0, 0, 0, 0
0.00183327, 1, 0, 0, 0
0.00183336, 0, 0, 0, 0
0.00183346, 1, 0, 0, 0
0.00183355, 0, 0, 0, 0
0.00183365, 1, 0, 0, 0
0.00183374, 0, 0, 0, 0
0.00183383, 1, 0, 0, 0
0.00183392, 0, 0, 0, 0
0.00183401, 1, 0, 0, 0
0.00183411, 0, 0, 0, 0
0.00183420, 1, 0, 0, 0
0.00183429, 0, 0, 0, 0
0.00183439, 1, 0, 0, 0
0.00183448, 0, 0, 0, 0
0.00183457, 1, 0, 0, 0
0.00183466, 0, 0, 0, 0
0.00183476, 1, 0, 0, 0
0.00183485, 0, 0, 0, 0
0.00183486, 0, 1, 0, 0
0.00183494, 1, 1, 0, 0
0.00183503, 0, 0, 0, 0
0.00183513, 1, 0, 0, 0
0.00183522, 0, 0, 0, 0
0.00183523, 0, 1, 0, 0
0.00183531, 1, 1, 0, 0
0.00183540, 0, 0, 0, 0
0.00183550, 1, 0, 0, 0
0.00183559, 0, 0, 0, 0
0.00183568, 1, 0, 0, 0
0.00183577, 0, 0, 0, 0
0.00183587, 1, 0, 0, 0
0.00183596, 0, 0, 0, 0
0.00183605, 1, 0, 0, 0
0.00183614, 0, 0, 0, 0
0.00183624, 1, 0, 0, 0
0.00183633, 0, 0, 0, 0
0.00183642, 1, 0, 0, 0
0.00183651, 0, 0, 0, 0
0.00183661, 1, 0, 0, 0
0.00183670, 0, 0, 0, 0
0.00183679, 1, 0, 0, 0
0.00183688, 0, 0, 0, 0
0.00183698, 1, 0, 0, 0
0.00183707, 0, 0, 0, 0
0.00183716, 1, 0, 0, 0
0.00183725, 0, 0, 0, 0
0.00183735, 1, 0, 0, 0
0.00183744, 0, 0, 0, 0
0.00183753, 1, 0, 0, 0
0.00183763, 0, 0, 0, 0
0.00183772, 1, 0, 0, 0
0.00183781, 0, 0, 0, 0
0.00183782, 0, 1, 0, 0
0.00183790, 1, 1, 0, 0
0.00183799, 1, 0, 0, 0
0.00183800, 0, 0, 0, 0
0.00183809, 1, 0, 0, 0
0.00183818, 0, 0, 0, 0
0.00183819, 0, 1, 0, 0
0.00183827, 1, 1, 0, 0
0.00183836, 0, 0, 0, 0
0.00183846, 1, 0, 0, 0
0.00183855, 0, 0, 0, 0
0.00183865, 1, 0, 0, 0
0.00183874, 0, 0, 0, 0
0.00183883, 1, 0, 0, 0
0.00183892, 0, 0, 0, 0
0.00183901, 1, 0, 0, 0
0.00183911, 0, 0, 0, 0
0.00183920, 1, 0, 0, 0
0.00183929, 0, 0, 0, 0
0.00183939, 1, 0, 0, 0
0.00183948, 0, 0, 0, 0
0.00183957, 1, 0, 0, 0
0.00183966, 0, 0, 0, 0
0.00183976, 1, 0, 0, 0
0.00183985, 0, 0, 0, 0
0.00183994, 1, 0, 0, 0
0.00184003, 0, 0, 0, 0
0.00184013, 1, 0, 0, 0
0.00184022, 0, 0, 0, 0
0.00184031, 1, 0, 0, 0
0.00184040, 0, 0, 0, 0
0.00184050, 1, 0, 0, 0
0.00184059, 0, 0, 0, 0
0.00184068, 1, 0, 0, 0
0.00184077, 0, 0, 0, 0
0.00184078, 0, 1, 0, 0
0.00184087, 1, 1, 0, 0
0.00184096, 0, 0, 0, 0
0.00184105, 1, 0, 0, 0
0.00184114, 0, 0, 0, 0
0.00184115, 0, 1, 0, 0
0.00184124, 1, 1, 0, 0
0.00184133, 0, 0, 0, 0
0.00184142, 1, 0, 0, 0
0.00184151, 0, 0, 0, 0
0.00184161, 1, 0, 0, 0
0.00184170, 0, 0, 0, 0
0.00184179, 1, 0, 0, 0
0.00184188, 0, 0, 0, 0
0.00184198, 1, 0, 0, 0
0.00184207, 0, 0, 0, 0
0.00184216, 1, 0, 0, 0
0.00184225, 0, 0, 0, 0
0.00184235, 1, 0, 0, 0
0.00184244, 0, 0, 0, 0
0.00184253, 1, 0, 0, 0
0.00184262, 0, 0, 0, 0
0.00184272, 1, 0, 0, 0
0.00184281, 0, 0, 0, 0
0.00184290, 1, 0, 0, 0
0.00184300, 0, 0, 0, 0
0.00184309, 1, 0, 0, 0
0.00184318, 0, 0, 0, 0
0.00184327, 1, 0, 0, 0
0.00184336, 0, 0, 0, 0
0.00184346, 1, 0, 0, 0
0.00184355, 0, 0, 0, 0
0.00184365, 1, 0, 0, 0
0.00184374, 0, 0, 0, 0
0.00184375, 0, 1, 0, 0
0.00184383, 1, 1, 0, 0
0.00184392, 0, 0, 0, 0
0.00184401, 1, 0, 0, 0
0.00184411, 0, 1, 0, 0
0.00184420, 1, 1, 0, 0
0.00184429, 0, 0, 0, 0
0.00184439, 1, 0, 0, 0
0.00184448, 0, 0, 0, 0
0.00184457, 1, 0, 0, 0
0.00184466, 0, 0, 0, 0
0.00184476, 1, 0, 0, 0
0.00184485, 0, 0, 0, 0
0.00184494, 1, 0, 0, 0
0.00184503, 0, 0, 0, 0
0.00184513, 1, 0, 0, 0
0.00184522, 0, 0, 0, 0
0.00184531, 1, 0, 0, 0
0.00184540, 0, 0, 0, 0
0.00184550, 1, 0, 0, 0
0.00184559, 0, 0, 0, 0
0.00184568, 1, 0, 0, 0
0.00184577, 0, 0, 0, 0
0.00184587, 1, 0, 0, 0
0.00184596, 0, 0, 0, 0
0.00184605, 1, 0, 0, 0
0.00184614, 0, 0, 0, 0
0.00184624, 1, 0, 0, 0
0.00184633, 0, 0, 0, 0
0.00184642, 1, 0, 0, 0
0.00184651, 0, 0, 0, 0
0.00184661, 1, 0, 0, 0
0.00184670, 0, 0, 0, 0
0.00184671, 0, 1, 0, 0
0.00184679, 1, 1, 0, 0
0.00184688, 0, 0, 0, 0
0.00184698, 1, 0, 0, 0
0.00184707, 0, 0, 0, 0
0.00184708, 0, 1, 0, 0
0.00184716, 1, 1, 0, 0
0.00184725, 0, 0, 0, 0
0.00184735, 1, 0, 0, 0
0.00184744, 0, 0, 0, 0
0.00184753, 1, 0, 0, 0
0.00184762, 0, 0, 0, 0
0.00184772, 1, 0, 0, 0
0.00184781, 0, 0, 0, 0
0.00184790, 1, 0, 0, 0
0.00184800, 0, 0, 0, 0
0.00184809, 1, 0, 0, 0
0.00184818, 0, 0, 0, 0
0.00184827, 1, 0, 0, 0
0.00184836, 0, 0, 0, 0
0.00184846, 1, 0, 0, 0
0.00184855, 0, 0, 0, 0
0.00184865, 1, 0, 0, 0
0.00184874, 0, 0, 0, 0
0.00184883, 1, 0, 0, 0
0.00184892, 0, 0, 0, 0
0.00184901, 1, 0, 0, 0
0.00184911, 0, 0, 0, 0
0.00184920, 1, 0, 0, 0
0.00184929, 0, 0, 0, 0
0.00184939, 1, 0, 0, 0
0.00184948, 0, 0, 0, 0
0.00184957, 1, 0, 0, 0
0.00184966, 0, 0, 0, 0
0.00184967, 0, 1, 0, 0
0.00184976, 1, 1, 0, 0
0.00184985, 0, 0, 0, 0
0.00184994, 1, 0, 0, 0
0.00185003, 0, 0, 0, 0
0.00185004, 0, 1, 0, 0
0.00185013, 1, 1, 0, 0
0.00185022, 0, 0, 0, 0
0.00185031, 1, 0, 0, 0
0.00185040, 0, 0, 0, 0
0.00185050, 1, 0, 0, 0
0.00185059, 0, 0, 0, 0
0.00185068, 1, 0, 0, 0
0.00185077, 0, 0, 0, 0
0.00185087, 1, 0, 0, 0
0.00185096, 0, 0, 0, 0
0.00185105, 1, 0, 0, 0
0.00185114, 0, 0, 0, 0
0.00185124, 1, 0, 0, 0
0.00185133, 0, 0, 0, 0
0.00185142, 1, 0, 0, 0
0.00185151, 0, 0, 0, 0
0.00185161, 1, 0, 0, 0
0.00185170, 0, 0, 0, 0
0.00185179, 1, 0, 0, 0
0.00185188, 0, 0, 0, 0
0.00185198, 1, 0, 0, 0
0.00185207, 0, 0, 0, 0
0.00185216, 1, 0, 0, 0
0.00185225, 0, 0, 0, 0
0.00185235, 1, 0, 0, 0
0.00185244, 0, 0, 0, 0
0.00185253, 1, 0, 0, 0
0.00185263, 0, 1, 0, 0
0.00185272, 1, 1, 0, 0
0.00185281, 0, 0, 0, 0
0.00185290, 1, 0, 0, 0
0.00185300, 0, 1, 0, 0
0.00185309, 1, 1, 0, 0
0.00185318, 0, 0, 0, 0
0.00185328, 1, 0, 0, 0
0.00185336, 0, 0, 0, 0
0.00185346, 1, 0, 0, 0
0.00185355, 0, 0, 0, 0
0.00185365, 1, 0, 0, 0
0.00185374, 0, 0, 0, 0
0.00185383, 1, 0, 0, 0
0.00185392, 0, 0, 0, 0
0.00185401, 1, 0, 0, 0
0.00185411, 0, 0, 0, 0
0.00185420, 1, 0, 0, 0
0.00185429, 0, 0, 0, 0
0.00185439, 1, 0, 0, 0
0.00185448, 0, 0, 0, 0
0.00185457, 1, 0, 0, 0
0.00185466, 0, 0, 0, 0
0.00185476, 1, 0, 0, 0
0.00185485, 0, 0, 0, 0
0.00185494, 1, 0, 0, 0
0.00185503, 0, 0, 0, 0
0.00185513, 1, 0, 0, 0
0.00185522, 0, 0, 0, 0
0.00185531, 1, 0, 0, 0
0.00185540, 0, 0, 0, 0
0.00185550, 1, 0, 0, 0
0.00185559, 0, 0, 0, 0
0.00185560, 0, 1, 0, 0
0.00185568, 1, 1, 0, 0
0.00185577, 0, 0, 0, 0
0.00185587, 1, 0, 0, 0
0.00185596, 0, 0, 0, 0
0.00185597, 0, 1, 0, 0
0.00185605, 1, 1, 0, 0
0.00185614, 0, 0, 0, 0
0.00185624, 1, 0, 0, 0
0.00185633, 0, 0, 0, 0
0.00185642, 1, 0, 0, 0
0.00185651, 0, 0, 0, 0
0.00185661, 1, 0, 0, 0
0.00185670, 0, 0, 0, 0
0.00185679, 1, 0, 0, 0
0.00185688, 0, 0, 0, 0
0.00185698, 1, 0, 0, 0
0.00185707, 0, 0, 0, 0
0.00185716, 1, 0, 0, 0
0.00185725, 0, 0, 0, 0
0.00185735, 1, 0, 0, 0
0.00185744, 0, 0, 0, 0
0.00185753, 1, 0, 0, 0
0.00185763, 0, 0, 0, 0
0.00185772, 1, 0, 0, 0
0.00185781, 0, 0, 0, 0
